Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,NO2,09/06/2018 05:00,16.60000,ug m-3,P
BL0,NO2,09/06/2018 06:00,18.70000,ug m-3,P
BL0,NO2,09/06/2018 07:00,21.40000,ug m-3,P
BL0,NO2,09/06/2018 08:00,25.10000,ug m-3,P
BL0,NO2,09/06/2018 09:00,25.80000,ug m-3,P
BL0,NO2,09/06/2018 10:00,20.30000,ug m-3,P
BL0,NO2,09/06/2018 11:00,23.70000,ug m-3,P
BL0,NO2,09/06/2018 12:00,17.20000,ug m-3,P
BL0,NO2,09/06/2018 13:00,22.60000,ug m-3,P
BL0,NO2,09/06/2018 14:00,20.10000,ug m-3,P
BL0,NO2,09/06/2018 15:00,26.00000,ug m-3,P
BL0,NO2,09/06/2018 16:00,31.00000,ug m-3,P
BL0,NO2,09/06/2018 17:00,43.40000,ug m-3,P
BL0,NO2,09/06/2018 18:00,46.30000,ug m-3,P
BL0,NO2,09/06/2018 19:00,43.40000,ug m-3,P
BL0,NO2,09/06/2018 20:00,45.10000,ug m-3,P
BL0,NO2,09/06/2018 21:00,40.00000,ug m-3,P
BL0,NO2,09/06/2018 22:00,35.40000,ug m-3,P
BL0,NO2,09/06/2018 23:00,33.90000,ug m-3,P
BL0,NO2,10/06/2018 00:00,22.40000,ug m-3,P
BL0,NO2,10/06/2018 01:00,23.10000,ug m-3,P
BL0,NO2,10/06/2018 02:00,20.50000,ug m-3,P
BL0,NO2,10/06/2018 03:00,12.40000,ug m-3,P
BL0,NO2,10/06/2018 04:00,13.60000,ug m-3,P
BL0,NO2,10/06/2018 05:00,9.80000,ug m-3,P
BL0,NO2,10/06/2018 06:00,15.50000,ug m-3,P
BL0,NO2,10/06/2018 07:00,14.20000,ug m-3,P
BL0,NO2,10/06/2018 08:00,19.50000,ug m-3,P
BL0,NO2,10/06/2018 09:00,18.60000,ug m-3,P
BL0,NO2,10/06/2018 10:00,14.70000,ug m-3,P
BL0,NO2,10/06/2018 11:00,19.70000,ug m-3,P
BL0,NO2,10/06/2018 12:00,20.70000,ug m-3,P
BL0,NO2,10/06/2018 13:00,22.40000,ug m-3,P
BL0,NO2,10/06/2018 14:00,25.80000,ug m-3,P
BL0,NO2,10/06/2018 15:00,27.70000,ug m-3,P
BL0,NO2,10/06/2018 16:00,28.50000,ug m-3,P
BL0,NO2,10/06/2018 17:00,31.00000,ug m-3,P
BL0,NO2,10/06/2018 18:00,27.90000,ug m-3,P
BL0,NO2,10/06/2018 19:00,36.10000,ug m-3,P
BL0,NO2,10/06/2018 20:00,45.50000,ug m-3,P
BL0,NO2,10/06/2018 21:00,37.90000,ug m-3,P
BL0,NO2,10/06/2018 22:00,40.40000,ug m-3,P
BL0,NO2,10/06/2018 23:00,20.80000,ug m-3,P
BL0,NO2,11/06/2018 00:00,22.00000,ug m-3,P
BL0,NO2,11/06/2018 01:00,12.80000,ug m-3,P
BL0,NO2,11/06/2018 02:00,10.90000,ug m-3,P
BL0,NO2,11/06/2018 03:00,9.60000,ug m-3,P
BL0,NO2,11/06/2018 04:00,18.20000,ug m-3,P
BL0,NO2,11/06/2018 05:00,27.90000,ug m-3,P
BL0,NO2,11/06/2018 06:00,31.00000,ug m-3,P
BL0,NO2,11/06/2018 07:00,30.20000,ug m-3,P
BL0,NO2,11/06/2018 08:00,35.40000,ug m-3,P
BL0,NO2,11/06/2018 09:00,34.00000,ug m-3,P
BL0,NO2,11/06/2018 10:00,30.60000,ug m-3,P
BL0,NO2,11/06/2018 11:00,33.90000,ug m-3,P
BL0,NO2,11/06/2018 12:00,24.70000,ug m-3,P
BL0,NO2,11/06/2018 13:00,28.10000,ug m-3,P
BL0,NO2,11/06/2018 14:00,27.00000,ug m-3,P
BL0,NO2,11/06/2018 15:00,27.90000,ug m-3,P
BL0,NO2,11/06/2018 16:00,27.70000,ug m-3,P
BL0,NO2,11/06/2018 17:00,36.10000,ug m-3,P
BL0,NO2,11/06/2018 18:00,39.40000,ug m-3,P
BL0,NO2,11/06/2018 19:00,46.50000,ug m-3,P
BL0,NO2,11/06/2018 20:00,47.20000,ug m-3,P
BL0,NO2,11/06/2018 21:00,39.20000,ug m-3,P
BL0,NO2,11/06/2018 22:00,36.10000,ug m-3,P
BL0,NO2,11/06/2018 23:00,25.40000,ug m-3,P
BL0,NO2,12/06/2018 00:00,32.70000,ug m-3,P
BL0,NO2,12/06/2018 01:00,24.10000,ug m-3,P
BL0,NO2,12/06/2018 02:00,19.50000,ug m-3,P
BL0,NO2,12/06/2018 03:00,17.60000,ug m-3,P
BL0,NO2,12/06/2018 04:00,19.10000,ug m-3,P
BL0,NO2,12/06/2018 05:00,26.80000,ug m-3,P
BL0,NO2,12/06/2018 06:00,32.90000,ug m-3,P
BL0,NO2,12/06/2018 07:00,33.70000,ug m-3,P
BL0,NO2,12/06/2018 08:00,45.70000,ug m-3,P
BL0,NO2,12/06/2018 09:00,38.60000,ug m-3,P
BL0,NO2,12/06/2018 10:00,42.60000,ug m-3,P
BL0,NO2,12/06/2018 11:00,35.20000,ug m-3,P
BL0,NO2,12/06/2018 12:00,36.90000,ug m-3,P
BL0,NO2,12/06/2018 13:00,37.10000,ug m-3,P
BL0,NO2,12/06/2018 14:00,37.30000,ug m-3,P
BL0,NO2,12/06/2018 15:00,37.90000,ug m-3,P
BL0,NO2,12/06/2018 16:00,41.10000,ug m-3,P
BL0,NO2,12/06/2018 17:00,44.80000,ug m-3,P
BL0,NO2,12/06/2018 18:00,34.40000,ug m-3,P
BL0,NO2,12/06/2018 19:00,35.60000,ug m-3,P
BL0,NO2,12/06/2018 20:00,30.00000,ug m-3,P
BL0,NO2,12/06/2018 21:00,31.60000,ug m-3,P
BL0,NO2,12/06/2018 22:00,36.10000,ug m-3,P
BL0,NO2,12/06/2018 23:00,43.40000,ug m-3,P
BL0,NO2,13/06/2018 00:00,25.20000,ug m-3,P
BL0,NO2,13/06/2018 01:00,24.70000,ug m-3,P
BL0,NO2,13/06/2018 02:00,24.30000,ug m-3,P
BL0,NO2,13/06/2018 03:00,24.70000,ug m-3,P
BL0,NO2,13/06/2018 04:00,41.70000,ug m-3,P
BL0,NO2,13/06/2018 05:00,43.20000,ug m-3,P
BL0,NO2,13/06/2018 06:00,56.00000,ug m-3,P
BL0,NO2,13/06/2018 07:00,49.30000,ug m-3,P
BL0,NO2,13/06/2018 08:00,46.90000,ug m-3,P
BL0,NO2,13/06/2018 09:00,34.40000,ug m-3,P
BL0,NO2,13/06/2018 10:00,27.20000,ug m-3,P
BL0,NO2,13/06/2018 11:00,27.20000,ug m-3,P
BL0,NO2,13/06/2018 12:00,21.40000,ug m-3,P
BL0,NO2,13/06/2018 13:00,13.40000,ug m-3,P
BL0,NO2,13/06/2018 14:00,18.00000,ug m-3,P
BL0,NO2,13/06/2018 15:00,21.60000,ug m-3,P
BL0,NO2,13/06/2018 16:00,25.60000,ug m-3,P
BL0,NO2,13/06/2018 17:00,23.10000,ug m-3,P
BL0,NO2,13/06/2018 18:00,23.30000,ug m-3,P
BL0,NO2,13/06/2018 19:00,20.50000,ug m-3,P
BL0,NO2,13/06/2018 20:00,20.80000,ug m-3,P
BL0,NO2,13/06/2018 21:00,22.80000,ug m-3,P
BL0,NO2,13/06/2018 22:00,19.70000,ug m-3,P
BL0,NO2,13/06/2018 23:00,17.60000,ug m-3,P
BL0,NO2,14/06/2018 00:00,10.50000,ug m-3,P
BL0,NO2,14/06/2018 01:00,9.40000,ug m-3,P
BL0,NO2,14/06/2018 02:00,7.10000,ug m-3,P
BL0,NO2,14/06/2018 03:00,6.10000,ug m-3,P
BL0,NO2,14/06/2018 04:00,7.50000,ug m-3,P
BL0,NO2,14/06/2018 05:00,10.70000,ug m-3,P
BL0,NO2,14/06/2018 06:00,16.10000,ug m-3,P
BL0,NO2,14/06/2018 07:00,22.00000,ug m-3,P
BL0,NO2,14/06/2018 08:00,24.50000,ug m-3,P
BL0,NO2,14/06/2018 09:00,24.10000,ug m-3,P
BL0,NO2,14/06/2018 10:00,20.70000,ug m-3,P
BL0,NO2,14/06/2018 11:00,18.20000,ug m-3,P
BL0,NO2,14/06/2018 12:00,22.00000,ug m-3,P
BL0,NO2,14/06/2018 13:00,21.20000,ug m-3,P
BL0,NO2,14/06/2018 14:00,22.60000,ug m-3,P
BL0,NO2,14/06/2018 15:00,17.40000,ug m-3,P
BL0,NO2,14/06/2018 16:00,36.50000,ug m-3,P
BL0,NO2,14/06/2018 17:00,38.30000,ug m-3,P
BL0,NO2,14/06/2018 18:00,31.60000,ug m-3,P
BL0,NO2,14/06/2018 19:00,36.50000,ug m-3,P
BL0,NO2,14/06/2018 20:00,40.50000,ug m-3,P
BL0,NO2,14/06/2018 21:00,37.70000,ug m-3,P
BL0,NO2,14/06/2018 22:00,46.10000,ug m-3,P
BL0,NO2,14/06/2018 23:00,32.90000,ug m-3,P
BL0,NO2,15/06/2018 00:00,28.10000,ug m-3,P
BL0,NO2,15/06/2018 01:00,22.40000,ug m-3,P
BL0,NO2,15/06/2018 02:00,22.60000,ug m-3,P
BL0,NO2,15/06/2018 03:00,22.60000,ug m-3,P
BL0,NO2,15/06/2018 04:00,21.60000,ug m-3,P
BL0,NO2,15/06/2018 05:00,30.80000,ug m-3,P
BL0,NO2,15/06/2018 06:00,43.60000,ug m-3,P
BL0,NO2,15/06/2018 07:00,43.00000,ug m-3,P
BL0,NO2,15/06/2018 08:00,33.30000,ug m-3,P
BL0,NO2,15/06/2018 09:00,31.00000,ug m-3,P
BL0,NO2,15/06/2018 10:00,22.00000,ug m-3,P
BL0,NO2,15/06/2018 11:00,18.20000,ug m-3,P
BL0,NO2,15/06/2018 12:00,13.80000,ug m-3,P
BL0,NO2,15/06/2018 13:00,12.00000,ug m-3,P
BL0,NO2,15/06/2018 14:00,17.40000,ug m-3,P
BL0,NO2,15/06/2018 15:00,16.80000,ug m-3,P
BL0,NO2,15/06/2018 16:00,30.20000,ug m-3,P
BL0,NO2,15/06/2018 17:00,18.60000,ug m-3,P
BL0,NO2,15/06/2018 18:00,27.30000,ug m-3,P
BL0,NO2,15/06/2018 19:00,23.90000,ug m-3,P
BL0,NO2,15/06/2018 20:00,19.10000,ug m-3,P
BL0,NO2,15/06/2018 21:00,24.30000,ug m-3,P
BL0,NO2,15/06/2018 22:00,22.60000,ug m-3,P
BL0,NO2,15/06/2018 23:00,24.50000,ug m-3,P
BL0,NO2,16/06/2018 00:00,18.00000,ug m-3,P
BL0,NO2,16/06/2018 01:00,19.50000,ug m-3,P
BL0,NO2,16/06/2018 02:00,19.70000,ug m-3,P
BL0,NO2,16/06/2018 03:00,18.20000,ug m-3,P
BL0,NO2,16/06/2018 04:00,23.90000,ug m-3,P
BL0,NO2,16/06/2018 05:00,18.90000,ug m-3,P
BL0,NO2,16/06/2018 06:00,21.60000,ug m-3,P
BL0,NO2,16/06/2018 07:00,16.30000,ug m-3,P
BL0,NO2,16/06/2018 08:00,14.70000,ug m-3,P
BL0,NO2,16/06/2018 09:00,11.50000,ug m-3,P
BL0,NO2,16/06/2018 10:00,9.90000,ug m-3,P
BL0,NO2,16/06/2018 11:00,12.20000,ug m-3,P
BL0,NO2,16/06/2018 12:00,11.50000,ug m-3,P
BL0,NO2,16/06/2018 13:00,12.80000,ug m-3,P
BL0,NO2,16/06/2018 14:00,11.50000,ug m-3,P
BL0,NO2,16/06/2018 15:00,13.20000,ug m-3,P
BL0,NO2,16/06/2018 16:00,14.90000,ug m-3,P
BL0,NO2,16/06/2018 17:00,15.90000,ug m-3,P
BL0,NO2,16/06/2018 18:00,15.30000,ug m-3,P
BL0,NO2,16/06/2018 19:00,15.90000,ug m-3,P
BL0,NO2,16/06/2018 20:00,16.80000,ug m-3,P
BL0,NO2,16/06/2018 21:00,12.20000,ug m-3,P
BL0,NO2,16/06/2018 22:00,16.40000,ug m-3,P
BL0,NO2,16/06/2018 23:00,13.40000,ug m-3,P
BL0,NO2,17/06/2018 00:00,11.50000,ug m-3,P
BL0,NO2,17/06/2018 01:00,9.80000,ug m-3,P
BL0,NO2,17/06/2018 02:00,9.00000,ug m-3,P
BL0,NO2,17/06/2018 03:00,9.40000,ug m-3,P
BL0,NO2,17/06/2018 04:00,6.70000,ug m-3,P
BL0,NO2,17/06/2018 05:00,6.70000,ug m-3,P
BL0,NO2,17/06/2018 06:00,8.80000,ug m-3,P
BL0,NO2,17/06/2018 07:00,10.90000,ug m-3,P
BL0,NO2,17/06/2018 08:00,11.10000,ug m-3,P
BL0,NO2,17/06/2018 09:00,11.30000,ug m-3,P
BL0,NO2,17/06/2018 10:00,7.10000,ug m-3,P
BL0,NO2,17/06/2018 11:00,6.50000,ug m-3,P
BL0,NO2,17/06/2018 12:00,7.80000,ug m-3,P
BL0,NO2,17/06/2018 13:00,11.90000,ug m-3,P
BL0,NO2,17/06/2018 14:00,11.50000,ug m-3,P
BL0,NO2,17/06/2018 15:00,12.60000,ug m-3,P
BL0,NO2,17/06/2018 16:00,10.70000,ug m-3,P
BL0,NO2,17/06/2018 17:00,12.40000,ug m-3,P
BL0,NO2,17/06/2018 18:00,9.90000,ug m-3,P
BL0,NO2,17/06/2018 19:00,12.60000,ug m-3,P
BL0,NO2,17/06/2018 20:00,13.20000,ug m-3,P
BL0,NO2,17/06/2018 21:00,14.00000,ug m-3,P
BL0,NO2,17/06/2018 22:00,12.00000,ug m-3,P
BL0,NO2,17/06/2018 23:00,10.30000,ug m-3,P
BL0,NO2,18/06/2018 00:00,9.80000,ug m-3,P
BL0,NO2,18/06/2018 01:00,8.40000,ug m-3,P
BL0,NO2,18/06/2018 02:00,8.00000,ug m-3,P
BL0,NO2,18/06/2018 03:00,8.40000,ug m-3,P
BL0,NO2,18/06/2018 04:00,6.70000,ug m-3,P
BL0,NO2,18/06/2018 05:00,10.90000,ug m-3,P
BL0,NO2,18/06/2018 06:00,15.50000,ug m-3,P
BL0,NO2,18/06/2018 07:00,18.40000,ug m-3,P
BL0,NO2,18/06/2018 08:00,22.00000,ug m-3,P
BL0,NO2,18/06/2018 09:00,27.00000,ug m-3,P
BL0,NO2,18/06/2018 10:00,20.80000,ug m-3,P
BL0,NO2,18/06/2018 11:00,20.50000,ug m-3,P
BL0,NO2,18/06/2018 12:00,17.40000,ug m-3,P
BL0,NO2,18/06/2018 13:00,21.20000,ug m-3,P
BL0,NO2,18/06/2018 14:00,20.30000,ug m-3,P
BL0,NO2,18/06/2018 15:00,18.90000,ug m-3,P
BL0,NO2,18/06/2018 16:00,16.10000,ug m-3,P
BL0,NO2,18/06/2018 17:00,18.40000,ug m-3,P
BL0,NO2,18/06/2018 18:00,15.10000,ug m-3,P
BL0,NO2,18/06/2018 19:00,15.70000,ug m-3,P
BL0,NO2,18/06/2018 20:00,15.10000,ug m-3,P
BL0,NO2,18/06/2018 21:00,13.40000,ug m-3,P
BL0,NO2,18/06/2018 22:00,14.20000,ug m-3,P
BL0,NO2,18/06/2018 23:00,13.40000,ug m-3,P
BL0,NO2,19/06/2018 00:00,10.30000,ug m-3,P
BL0,NO2,19/06/2018 01:00,9.20000,ug m-3,P
BL0,NO2,19/06/2018 02:00,7.70000,ug m-3,P
BL0,NO2,19/06/2018 03:00,15.50000,ug m-3,P
BL0,NO2,19/06/2018 04:00,21.40000,ug m-3,P
BL0,NO2,19/06/2018 05:00,22.60000,ug m-3,P
BL0,NO2,19/06/2018 06:00,26.80000,ug m-3,P
BL0,NO2,19/06/2018 07:00,25.40000,ug m-3,P
BL0,NO2,19/06/2018 08:00,24.90000,ug m-3,P
BL0,NO2,19/06/2018 09:00,23.70000,ug m-3,P
BL0,NO2,19/06/2018 10:00,17.80000,ug m-3,P
BL0,NO2,19/06/2018 11:00,18.00000,ug m-3,P
BL0,NO2,19/06/2018 12:00,14.20000,ug m-3,P
BL0,NO2,19/06/2018 13:00,13.80000,ug m-3,P
BL0,NO2,19/06/2018 14:00,14.30000,ug m-3,P
BL0,NO2,19/06/2018 15:00,14.00000,ug m-3,P
BL0,NO2,19/06/2018 16:00,13.20000,ug m-3,P
BL0,NO2,19/06/2018 17:00,13.40000,ug m-3,P
BL0,NO2,19/06/2018 18:00,14.70000,ug m-3,P
BL0,NO2,19/06/2018 19:00,15.90000,ug m-3,P
BL0,NO2,19/06/2018 20:00,15.30000,ug m-3,P
BL0,NO2,19/06/2018 21:00,18.40000,ug m-3,P
BL0,NO2,19/06/2018 22:00,18.20000,ug m-3,P
BL0,NO2,19/06/2018 23:00,17.80000,ug m-3,P
BL0,NO2,20/06/2018 00:00,16.10000,ug m-3,P
BL0,NO2,20/06/2018 01:00,13.60000,ug m-3,P
BL0,NO2,20/06/2018 02:00,11.90000,ug m-3,P
BL0,NO2,20/06/2018 03:00,9.80000,ug m-3,P
BL0,NO2,20/06/2018 04:00,8.40000,ug m-3,P
BL0,NO2,20/06/2018 05:00,10.50000,ug m-3,P
BL0,NO2,20/06/2018 06:00,13.00000,ug m-3,P
BL0,NO2,20/06/2018 07:00,17.00000,ug m-3,P
BL0,NO2,20/06/2018 08:00,16.10000,ug m-3,P
BL0,NO2,20/06/2018 09:00,14.20000,ug m-3,P
BL0,NO2,20/06/2018 10:00,14.90000,ug m-3,P
BL0,NO2,20/06/2018 11:00,15.50000,ug m-3,P
BL0,NO2,20/06/2018 12:00,10.70000,ug m-3,P
BL0,NO2,20/06/2018 13:00,11.30000,ug m-3,P
BL0,NO2,20/06/2018 14:00,12.60000,ug m-3,P
BL0,NO2,20/06/2018 15:00,19.10000,ug m-3,P
BL0,NO2,20/06/2018 16:00,17.40000,ug m-3,P
BL0,NO2,20/06/2018 17:00,25.60000,ug m-3,P
BL0,NO2,20/06/2018 18:00,29.80000,ug m-3,P
BL0,NO2,20/06/2018 19:00,28.70000,ug m-3,P
BL0,NO2,20/06/2018 20:00,34.40000,ug m-3,P
BL0,NO2,20/06/2018 21:00,34.00000,ug m-3,P
BL0,NO2,20/06/2018 22:00,22.40000,ug m-3,P
BL0,NO2,20/06/2018 23:00,19.90000,ug m-3,P
BL0,NO2,21/06/2018 00:00,14.50000,ug m-3,P
BL0,NO2,21/06/2018 01:00,14.30000,ug m-3,P
BL0,NO2,21/06/2018 02:00,11.10000,ug m-3,P
BL0,NO2,21/06/2018 03:00,14.20000,ug m-3,P
BL0,NO2,21/06/2018 04:00,13.40000,ug m-3,P
BL0,NO2,21/06/2018 05:00,19.30000,ug m-3,P
BL0,NO2,21/06/2018 06:00,25.40000,ug m-3,P
BL0,NO2,21/06/2018 07:00,32.10000,ug m-3,P
BL0,NO2,21/06/2018 08:00,35.80000,ug m-3,P
BL0,NO2,21/06/2018 09:00,32.10000,ug m-3,P
BL0,NO2,21/06/2018 10:00,33.70000,ug m-3,P
BL0,NO2,21/06/2018 11:00,,ug m-3,P
BL0,NO2,21/06/2018 12:00,27.50000,ug m-3,P
BL0,NO2,21/06/2018 13:00,25.10000,ug m-3,P
BL0,NO2,21/06/2018 14:00,31.90000,ug m-3,P
BL0,NO2,21/06/2018 15:00,28.70000,ug m-3,P
BL0,NO2,21/06/2018 16:00,26.80000,ug m-3,P
BL0,NO2,21/06/2018 17:00,32.10000,ug m-3,P
BL0,NO2,21/06/2018 18:00,33.10000,ug m-3,P
BL0,NO2,21/06/2018 19:00,25.10000,ug m-3,P
BL0,NO2,21/06/2018 20:00,28.90000,ug m-3,P
BL0,NO2,21/06/2018 21:00,39.40000,ug m-3,P
BL0,NO2,21/06/2018 22:00,29.50000,ug m-3,P
BL0,NO2,21/06/2018 23:00,18.70000,ug m-3,P
BL0,NO2,22/06/2018 00:00,9.80000,ug m-3,P
BL0,NO2,22/06/2018 01:00,4.80000,ug m-3,P
BL0,NO2,22/06/2018 02:00,11.70000,ug m-3,P
BL0,NO2,22/06/2018 03:00,21.40000,ug m-3,P
BL0,NO2,22/06/2018 04:00,31.00000,ug m-3,P
BL0,NO2,22/06/2018 05:00,14.70000,ug m-3,P
BL0,NO2,22/06/2018 06:00,22.80000,ug m-3,P
BL0,NO2,22/06/2018 07:00,27.20000,ug m-3,P
BL0,NO2,22/06/2018 08:00,23.70000,ug m-3,P
BL0,NO2,22/06/2018 09:00,28.50000,ug m-3,P
BL0,NO2,22/06/2018 10:00,25.10000,ug m-3,P
BL0,NO2,22/06/2018 11:00,35.40000,ug m-3,P
BL0,NO2,22/06/2018 12:00,19.10000,ug m-3,P
BL0,NO2,22/06/2018 13:00,20.50000,ug m-3,P
BL0,NO2,22/06/2018 14:00,18.60000,ug m-3,P
BL0,NO2,22/06/2018 15:00,46.50000,ug m-3,P
BL0,NO2,22/06/2018 16:00,31.70000,ug m-3,P
BL0,NO2,22/06/2018 17:00,33.30000,ug m-3,P
BL0,NO2,22/06/2018 18:00,23.00000,ug m-3,P
BL0,NO2,22/06/2018 19:00,31.20000,ug m-3,P
BL0,NO2,22/06/2018 20:00,44.40000,ug m-3,P
BL0,NO2,22/06/2018 21:00,43.60000,ug m-3,P
BL0,NO2,22/06/2018 22:00,29.30000,ug m-3,P
BL0,NO2,22/06/2018 23:00,23.90000,ug m-3,P
BL0,NO2,23/06/2018 00:00,24.70000,ug m-3,P
BL0,NO2,23/06/2018 01:00,16.10000,ug m-3,P
BL0,NO2,23/06/2018 02:00,16.10000,ug m-3,P
BL0,NO2,23/06/2018 03:00,18.70000,ug m-3,P
BL0,NO2,23/06/2018 04:00,20.10000,ug m-3,P
BL0,NO2,23/06/2018 05:00,31.40000,ug m-3,P
BL0,NO2,23/06/2018 06:00,34.00000,ug m-3,P
BL0,NO2,23/06/2018 07:00,47.40000,ug m-3,P
BL0,NO2,23/06/2018 08:00,55.30000,ug m-3,P
BL0,NO2,23/06/2018 09:00,44.20000,ug m-3,P
BL0,NO2,23/06/2018 10:00,32.30000,ug m-3,P
BL0,NO2,23/06/2018 11:00,25.40000,ug m-3,P
BL0,NO2,23/06/2018 12:00,30.20000,ug m-3,P
BL0,NO2,23/06/2018 13:00,43.20000,ug m-3,P
BL0,NO2,23/06/2018 14:00,33.70000,ug m-3,P
BL0,NO2,23/06/2018 15:00,43.60000,ug m-3,P
BL0,NO2,23/06/2018 16:00,32.30000,ug m-3,P
BL0,NO2,23/06/2018 17:00,29.80000,ug m-3,P
BL0,NO2,23/06/2018 18:00,36.50000,ug m-3,P
BL0,NO2,23/06/2018 19:00,27.20000,ug m-3,P
BL0,NO2,23/06/2018 20:00,34.20000,ug m-3,P
BL0,NO2,23/06/2018 21:00,34.40000,ug m-3,P
BL0,NO2,23/06/2018 22:00,29.80000,ug m-3,P
BL0,NO2,23/06/2018 23:00,36.50000,ug m-3,P
BL0,NO2,24/06/2018 00:00,38.60000,ug m-3,P
BL0,NO2,24/06/2018 01:00,24.10000,ug m-3,P
BL0,NO2,24/06/2018 02:00,22.40000,ug m-3,P
BL0,NO2,24/06/2018 03:00,20.10000,ug m-3,P
BL0,NO2,24/06/2018 04:00,15.50000,ug m-3,P
BL0,NO2,24/06/2018 05:00,12.40000,ug m-3,P
BL0,NO2,24/06/2018 06:00,19.90000,ug m-3,P
BL0,NO2,24/06/2018 07:00,25.10000,ug m-3,P
BL0,NO2,24/06/2018 08:00,25.40000,ug m-3,P
BL0,NO2,24/06/2018 09:00,9.80000,ug m-3,P
BL0,NO2,24/06/2018 10:00,27.20000,ug m-3,P
BL0,NO2,24/06/2018 11:00,14.50000,ug m-3,P
BL0,NO2,24/06/2018 12:00,10.50000,ug m-3,P
BL0,NO2,24/06/2018 13:00,20.10000,ug m-3,P
BL0,NO2,24/06/2018 14:00,14.30000,ug m-3,P
BL0,NO2,24/06/2018 15:00,14.20000,ug m-3,P
BL0,NO2,24/06/2018 16:00,15.30000,ug m-3,P
BL0,NO2,24/06/2018 17:00,20.30000,ug m-3,P
BL0,NO2,24/06/2018 18:00,25.10000,ug m-3,P
BL0,NO2,24/06/2018 19:00,27.30000,ug m-3,P
BL0,NO2,24/06/2018 20:00,33.30000,ug m-3,P
BL0,NO2,24/06/2018 21:00,45.10000,ug m-3,P
BL0,NO2,24/06/2018 22:00,34.20000,ug m-3,P
BL0,NO2,24/06/2018 23:00,36.70000,ug m-3,P
BL0,NO2,25/06/2018 00:00,23.30000,ug m-3,P
BL0,NO2,25/06/2018 01:00,38.30000,ug m-3,P
BL0,NO2,25/06/2018 02:00,24.90000,ug m-3,P
BL0,NO2,25/06/2018 03:00,26.40000,ug m-3,P
BL0,NO2,25/06/2018 04:00,23.90000,ug m-3,P
BL0,NO2,25/06/2018 05:00,21.60000,ug m-3,P
BL0,NO2,25/06/2018 06:00,41.10000,ug m-3,P
BL0,NO2,25/06/2018 07:00,61.20000,ug m-3,P
BL0,NO2,25/06/2018 08:00,68.10000,ug m-3,P
BL0,NO2,25/06/2018 09:00,40.20000,ug m-3,P
BL0,NO2,25/06/2018 10:00,30.20000,ug m-3,P
BL0,NO2,25/06/2018 11:00,29.50000,ug m-3,P
BL0,NO2,25/06/2018 12:00,26.80000,ug m-3,P
BL0,NO2,25/06/2018 13:00,24.50000,ug m-3,P
BL0,NO2,25/06/2018 14:00,17.80000,ug m-3,P
BL0,NO2,25/06/2018 15:00,32.10000,ug m-3,P
BL0,NO2,25/06/2018 16:00,39.80000,ug m-3,P
BL0,NO2,25/06/2018 17:00,29.50000,ug m-3,P
BL0,NO2,25/06/2018 18:00,31.90000,ug m-3,P
BL0,NO2,25/06/2018 19:00,17.80000,ug m-3,P
BL0,NO2,25/06/2018 20:00,24.30000,ug m-3,P
BL0,NO2,25/06/2018 21:00,34.40000,ug m-3,P
BL0,NO2,25/06/2018 22:00,36.30000,ug m-3,P
BL0,NO2,25/06/2018 23:00,31.90000,ug m-3,P
BL0,NO2,26/06/2018 00:00,36.70000,ug m-3,P
BL0,NO2,26/06/2018 01:00,22.80000,ug m-3,P
BL0,NO2,26/06/2018 02:00,35.60000,ug m-3,P
BL0,NO2,26/06/2018 03:00,56.20000,ug m-3,P
BL0,NO2,26/06/2018 04:00,43.80000,ug m-3,P
BL0,NO2,26/06/2018 05:00,43.00000,ug m-3,P
BL0,NO2,26/06/2018 06:00,54.10000,ug m-3,P
BL0,NO2,26/06/2018 07:00,53.50000,ug m-3,P
BL0,NO2,26/06/2018 08:00,40.40000,ug m-3,P
BL0,NO2,26/06/2018 09:00,49.20000,ug m-3,P
BL0,NO2,26/06/2018 10:00,36.90000,ug m-3,P
BL0,NO2,26/06/2018 11:00,37.70000,ug m-3,P
BL0,NO2,26/06/2018 12:00,35.80000,ug m-3,P
BL0,NO2,26/06/2018 13:00,31.40000,ug m-3,P
BL0,NO2,26/06/2018 14:00,30.20000,ug m-3,P
BL0,NO2,26/06/2018 15:00,30.00000,ug m-3,P
BL0,NO2,26/06/2018 16:00,36.00000,ug m-3,P
BL0,NO2,26/06/2018 17:00,32.70000,ug m-3,P
BL0,NO2,26/06/2018 18:00,31.60000,ug m-3,P
BL0,NO2,26/06/2018 19:00,30.20000,ug m-3,P
BL0,NO2,26/06/2018 20:00,34.20000,ug m-3,P
BL0,NO2,26/06/2018 21:00,29.80000,ug m-3,P
BL0,NO2,26/06/2018 22:00,31.00000,ug m-3,P
BL0,NO2,26/06/2018 23:00,26.80000,ug m-3,P
BL0,NO2,27/06/2018 00:00,30.20000,ug m-3,P
BL0,NO2,27/06/2018 01:00,15.10000,ug m-3,P
BL0,NO2,27/06/2018 02:00,10.50000,ug m-3,P
BL0,NO2,27/06/2018 03:00,3.80000,ug m-3,P
BL0,NO2,27/06/2018 04:00,7.50000,ug m-3,P
BL0,NO2,27/06/2018 05:00,14.20000,ug m-3,P
BL0,NO2,27/06/2018 06:00,19.10000,ug m-3,P
BL0,NO2,27/06/2018 07:00,27.30000,ug m-3,P
BL0,NO2,27/06/2018 08:00,23.50000,ug m-3,P
