Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,NO,01/01/2018 00:00,2.50000,ug m-3,R
BL0,NO,01/01/2018 01:00,1.90000,ug m-3,R
BL0,NO,01/01/2018 02:00,1.80000,ug m-3,R
BL0,NO,01/01/2018 03:00,0.90000,ug m-3,R
BL0,NO,01/01/2018 04:00,0.90000,ug m-3,R
BL0,NO,01/01/2018 05:00,0.50000,ug m-3,R
BL0,NO,01/01/2018 06:00,0.50000,ug m-3,R
BL0,NO,01/01/2018 07:00,0.90000,ug m-3,R
BL0,NO,01/01/2018 08:00,1.20000,ug m-3,R
BL0,NO,01/01/2018 09:00,3.10000,ug m-3,R
BL0,NO,01/01/2018 10:00,5.00000,ug m-3,R
BL0,NO,01/01/2018 11:00,3.00000,ug m-3,R
BL0,NO,01/01/2018 12:00,6.60000,ug m-3,R
BL0,NO,01/01/2018 13:00,33.30000,ug m-3,R
BL0,NO,01/01/2018 14:00,42.20000,ug m-3,R
BL0,NO,01/01/2018 15:00,35.80000,ug m-3,R
BL0,NO,01/01/2018 16:00,49.10000,ug m-3,R
BL0,NO,01/01/2018 17:00,14.90000,ug m-3,R
BL0,NO,01/01/2018 18:00,13.20000,ug m-3,R
BL0,NO,01/01/2018 19:00,35.60000,ug m-3,R
BL0,NO,01/01/2018 20:00,31.70000,ug m-3,R
BL0,NO,01/01/2018 21:00,40.60000,ug m-3,R
BL0,NO,01/01/2018 22:00,37.40000,ug m-3,R
BL0,NO,01/01/2018 23:00,33.50000,ug m-3,R
BL0,NO,02/01/2018 00:00,8.80000,ug m-3,R
BL0,NO,02/01/2018 01:00,5.00000,ug m-3,R
BL0,NO,02/01/2018 02:00,2.10000,ug m-3,R
BL0,NO,02/01/2018 03:00,4.50000,ug m-3,R
BL0,NO,02/01/2018 04:00,3.30000,ug m-3,R
BL0,NO,02/01/2018 05:00,2.40000,ug m-3,R
BL0,NO,02/01/2018 06:00,2.30000,ug m-3,R
BL0,NO,02/01/2018 07:00,6.20000,ug m-3,R
BL0,NO,02/01/2018 08:00,13.90000,ug m-3,R
BL0,NO,02/01/2018 09:00,18.20000,ug m-3,R
BL0,NO,02/01/2018 10:00,17.30000,ug m-3,R
BL0,NO,02/01/2018 11:00,15.60000,ug m-3,R
BL0,NO,02/01/2018 12:00,9.90000,ug m-3,R
BL0,NO,02/01/2018 13:00,3.70000,ug m-3,R
BL0,NO,02/01/2018 14:00,2.40000,ug m-3,R
BL0,NO,02/01/2018 15:00,4.60000,ug m-3,R
BL0,NO,02/01/2018 16:00,3.80000,ug m-3,R
BL0,NO,02/01/2018 17:00,3.50000,ug m-3,R
BL0,NO,02/01/2018 18:00,3.20000,ug m-3,R
BL0,NO,02/01/2018 19:00,2.60000,ug m-3,R
BL0,NO,02/01/2018 20:00,1.00000,ug m-3,R
BL0,NO,02/01/2018 21:00,0.60000,ug m-3,R
BL0,NO,02/01/2018 22:00,0.70000,ug m-3,R
BL0,NO,02/01/2018 23:00,1.70000,ug m-3,R
BL0,NO,03/01/2018 00:00,1.90000,ug m-3,R
BL0,NO,03/01/2018 01:00,2.00000,ug m-3,R
BL0,NO,03/01/2018 02:00,2.40000,ug m-3,R
BL0,NO,03/01/2018 03:00,4.30000,ug m-3,R
BL0,NO,03/01/2018 04:00,2.70000,ug m-3,R
BL0,NO,03/01/2018 05:00,6.60000,ug m-3,R
BL0,NO,03/01/2018 06:00,18.20000,ug m-3,R
BL0,NO,03/01/2018 07:00,16.50000,ug m-3,R
BL0,NO,03/01/2018 08:00,30.40000,ug m-3,R
BL0,NO,03/01/2018 09:00,23.60000,ug m-3,R
BL0,NO,03/01/2018 10:00,20.80000,ug m-3,R
BL0,NO,03/01/2018 11:00,23.10000,ug m-3,R
BL0,NO,03/01/2018 12:00,26.40000,ug m-3,R
BL0,NO,03/01/2018 13:00,25.10000,ug m-3,R
BL0,NO,03/01/2018 14:00,25.20000,ug m-3,R
BL0,NO,03/01/2018 15:00,,ug m-3,R
BL0,NO,03/01/2018 16:00,9.30000,ug m-3,R
BL0,NO,03/01/2018 17:00,10.30000,ug m-3,R
BL0,NO,03/01/2018 18:00,14.80000,ug m-3,R
BL0,NO,03/01/2018 19:00,13.60000,ug m-3,R
BL0,NO,03/01/2018 20:00,9.50000,ug m-3,R
BL0,NO,03/01/2018 21:00,3.60000,ug m-3,R
BL0,NO,03/01/2018 22:00,2.10000,ug m-3,R
BL0,NO,03/01/2018 23:00,2.40000,ug m-3,R
BL0,NO,04/01/2018 00:00,1.40000,ug m-3,R
BL0,NO,04/01/2018 01:00,2.00000,ug m-3,R
BL0,NO,04/01/2018 02:00,1.60000,ug m-3,R
BL0,NO,04/01/2018 03:00,0.50000,ug m-3,R
BL0,NO,04/01/2018 04:00,0.50000,ug m-3,R
BL0,NO,04/01/2018 05:00,0.70000,ug m-3,R
BL0,NO,04/01/2018 06:00,4.80000,ug m-3,R
BL0,NO,04/01/2018 07:00,18.90000,ug m-3,R
BL0,NO,04/01/2018 08:00,32.10000,ug m-3,R
BL0,NO,04/01/2018 09:00,30.00000,ug m-3,R
BL0,NO,04/01/2018 10:00,15.20000,ug m-3,R
BL0,NO,04/01/2018 11:00,6.90000,ug m-3,R
BL0,NO,04/01/2018 12:00,7.30000,ug m-3,R
BL0,NO,04/01/2018 13:00,13.90000,ug m-3,R
BL0,NO,04/01/2018 14:00,10.30000,ug m-3,R
BL0,NO,04/01/2018 15:00,11.90000,ug m-3,R
BL0,NO,04/01/2018 16:00,19.70000,ug m-3,R
BL0,NO,04/01/2018 17:00,22.50000,ug m-3,R
BL0,NO,04/01/2018 18:00,14.90000,ug m-3,R
BL0,NO,04/01/2018 19:00,6.10000,ug m-3,R
BL0,NO,04/01/2018 20:00,4.10000,ug m-3,R
BL0,NO,04/01/2018 21:00,2.20000,ug m-3,R
BL0,NO,04/01/2018 22:00,3.20000,ug m-3,R
BL0,NO,04/01/2018 23:00,2.00000,ug m-3,R
BL0,NO,05/01/2018 00:00,2.30000,ug m-3,R
BL0,NO,05/01/2018 01:00,1.90000,ug m-3,R
BL0,NO,05/01/2018 02:00,2.50000,ug m-3,R
BL0,NO,05/01/2018 03:00,1.70000,ug m-3,R
BL0,NO,05/01/2018 04:00,1.50000,ug m-3,R
BL0,NO,05/01/2018 05:00,1.50000,ug m-3,R
BL0,NO,05/01/2018 06:00,1.90000,ug m-3,R
BL0,NO,05/01/2018 07:00,6.70000,ug m-3,R
BL0,NO,05/01/2018 08:00,7.40000,ug m-3,R
BL0,NO,05/01/2018 09:00,6.10000,ug m-3,R
BL0,NO,05/01/2018 10:00,5.80000,ug m-3,R
BL0,NO,05/01/2018 11:00,5.00000,ug m-3,R
BL0,NO,05/01/2018 12:00,6.50000,ug m-3,R
BL0,NO,05/01/2018 13:00,7.70000,ug m-3,R
BL0,NO,05/01/2018 14:00,5.50000,ug m-3,R
BL0,NO,05/01/2018 15:00,6.80000,ug m-3,R
BL0,NO,05/01/2018 16:00,19.60000,ug m-3,R
BL0,NO,05/01/2018 17:00,14.60000,ug m-3,R
BL0,NO,05/01/2018 18:00,18.80000,ug m-3,R
BL0,NO,05/01/2018 19:00,15.70000,ug m-3,R
BL0,NO,05/01/2018 20:00,20.70000,ug m-3,R
BL0,NO,05/01/2018 21:00,23.10000,ug m-3,R
BL0,NO,05/01/2018 22:00,25.90000,ug m-3,R
BL0,NO,05/01/2018 23:00,54.00000,ug m-3,R
BL0,NO,06/01/2018 00:00,98.00000,ug m-3,R
BL0,NO,06/01/2018 01:00,107.00000,ug m-3,R
BL0,NO,06/01/2018 02:00,110.20000,ug m-3,R
BL0,NO,06/01/2018 03:00,97.90000,ug m-3,R
BL0,NO,06/01/2018 04:00,66.40000,ug m-3,R
BL0,NO,06/01/2018 05:00,30.80000,ug m-3,R
BL0,NO,06/01/2018 06:00,25.10000,ug m-3,R
BL0,NO,06/01/2018 07:00,35.30000,ug m-3,R
BL0,NO,06/01/2018 08:00,47.80000,ug m-3,R
BL0,NO,06/01/2018 09:00,42.80000,ug m-3,R
BL0,NO,06/01/2018 10:00,45.10000,ug m-3,R
BL0,NO,06/01/2018 11:00,44.80000,ug m-3,R
BL0,NO,06/01/2018 12:00,44.40000,ug m-3,R
BL0,NO,06/01/2018 13:00,31.10000,ug m-3,R
BL0,NO,06/01/2018 14:00,30.20000,ug m-3,R
BL0,NO,06/01/2018 15:00,29.00000,ug m-3,R
BL0,NO,06/01/2018 16:00,21.30000,ug m-3,R
BL0,NO,06/01/2018 17:00,22.10000,ug m-3,R
BL0,NO,06/01/2018 18:00,20.50000,ug m-3,R
BL0,NO,06/01/2018 19:00,18.70000,ug m-3,R
BL0,NO,06/01/2018 20:00,16.20000,ug m-3,R
BL0,NO,06/01/2018 21:00,15.50000,ug m-3,R
BL0,NO,06/01/2018 22:00,13.40000,ug m-3,R
BL0,NO,06/01/2018 23:00,13.30000,ug m-3,R
BL0,NO,07/01/2018 00:00,13.00000,ug m-3,R
BL0,NO,07/01/2018 01:00,10.50000,ug m-3,R
BL0,NO,07/01/2018 02:00,8.70000,ug m-3,R
BL0,NO,07/01/2018 03:00,7.70000,ug m-3,R
BL0,NO,07/01/2018 04:00,6.80000,ug m-3,R
BL0,NO,07/01/2018 05:00,6.10000,ug m-3,R
BL0,NO,07/01/2018 06:00,7.70000,ug m-3,R
BL0,NO,07/01/2018 07:00,10.60000,ug m-3,R
BL0,NO,07/01/2018 08:00,13.00000,ug m-3,R
BL0,NO,07/01/2018 09:00,14.70000,ug m-3,R
BL0,NO,07/01/2018 10:00,14.90000,ug m-3,R
BL0,NO,07/01/2018 11:00,14.80000,ug m-3,R
BL0,NO,07/01/2018 12:00,11.90000,ug m-3,R
BL0,NO,07/01/2018 13:00,9.90000,ug m-3,R
BL0,NO,07/01/2018 14:00,10.10000,ug m-3,R
BL0,NO,07/01/2018 15:00,9.80000,ug m-3,R
BL0,NO,07/01/2018 16:00,10.10000,ug m-3,R
BL0,NO,07/01/2018 17:00,11.40000,ug m-3,R
BL0,NO,07/01/2018 18:00,10.80000,ug m-3,R
BL0,NO,07/01/2018 19:00,9.70000,ug m-3,R
BL0,NO,07/01/2018 20:00,12.70000,ug m-3,R
BL0,NO,07/01/2018 21:00,16.00000,ug m-3,R
BL0,NO,07/01/2018 22:00,11.20000,ug m-3,R
BL0,NO,07/01/2018 23:00,8.80000,ug m-3,R
BL0,NO,08/01/2018 00:00,10.10000,ug m-3,R
BL0,NO,08/01/2018 01:00,8.60000,ug m-3,R
BL0,NO,08/01/2018 02:00,8.80000,ug m-3,R
BL0,NO,08/01/2018 03:00,9.20000,ug m-3,R
BL0,NO,08/01/2018 04:00,10.80000,ug m-3,R
BL0,NO,08/01/2018 05:00,10.80000,ug m-3,R
BL0,NO,08/01/2018 06:00,19.30000,ug m-3,R
BL0,NO,08/01/2018 07:00,30.60000,ug m-3,R
BL0,NO,08/01/2018 08:00,31.80000,ug m-3,R
BL0,NO,08/01/2018 09:00,44.90000,ug m-3,R
BL0,NO,08/01/2018 10:00,48.40000,ug m-3,R
BL0,NO,08/01/2018 11:00,51.20000,ug m-3,R
BL0,NO,08/01/2018 12:00,55.40000,ug m-3,R
BL0,NO,08/01/2018 13:00,43.40000,ug m-3,R
BL0,NO,08/01/2018 14:00,48.30000,ug m-3,R
BL0,NO,08/01/2018 15:00,38.60000,ug m-3,R
BL0,NO,08/01/2018 16:00,47.40000,ug m-3,R
BL0,NO,08/01/2018 17:00,43.90000,ug m-3,R
BL0,NO,08/01/2018 18:00,32.20000,ug m-3,R
BL0,NO,08/01/2018 19:00,46.50000,ug m-3,R
BL0,NO,08/01/2018 20:00,51.20000,ug m-3,R
BL0,NO,08/01/2018 21:00,47.90000,ug m-3,R
BL0,NO,08/01/2018 22:00,61.60000,ug m-3,R
BL0,NO,08/01/2018 23:00,58.50000,ug m-3,R
BL0,NO,09/01/2018 00:00,48.70000,ug m-3,R
BL0,NO,09/01/2018 01:00,35.30000,ug m-3,R
BL0,NO,09/01/2018 02:00,46.90000,ug m-3,R
BL0,NO,09/01/2018 03:00,64.80000,ug m-3,R
BL0,NO,09/01/2018 04:00,25.70000,ug m-3,R
BL0,NO,09/01/2018 05:00,24.50000,ug m-3,R
BL0,NO,09/01/2018 06:00,39.40000,ug m-3,R
BL0,NO,09/01/2018 07:00,24.00000,ug m-3,R
BL0,NO,09/01/2018 08:00,25.40000,ug m-3,R
BL0,NO,09/01/2018 09:00,23.40000,ug m-3,R
BL0,NO,09/01/2018 10:00,27.90000,ug m-3,R
BL0,NO,09/01/2018 11:00,42.00000,ug m-3,R
BL0,NO,09/01/2018 12:00,40.90000,ug m-3,R
BL0,NO,09/01/2018 13:00,45.10000,ug m-3,R
BL0,NO,09/01/2018 14:00,,ug m-3,R
BL0,NO,09/01/2018 15:00,35.20000,ug m-3,R
BL0,NO,09/01/2018 16:00,40.40000,ug m-3,R
BL0,NO,09/01/2018 17:00,51.30000,ug m-3,R
BL0,NO,09/01/2018 18:00,47.40000,ug m-3,R
BL0,NO,09/01/2018 19:00,37.60000,ug m-3,R
BL0,NO,09/01/2018 20:00,26.30000,ug m-3,R
BL0,NO,09/01/2018 21:00,20.70000,ug m-3,R
BL0,NO,09/01/2018 22:00,18.90000,ug m-3,R
BL0,NO,09/01/2018 23:00,15.80000,ug m-3,R
BL0,NO,10/01/2018 00:00,10.80000,ug m-3,R
BL0,NO,10/01/2018 01:00,6.70000,ug m-3,R
BL0,NO,10/01/2018 02:00,8.70000,ug m-3,R
BL0,NO,10/01/2018 03:00,9.80000,ug m-3,R
BL0,NO,10/01/2018 04:00,2.90000,ug m-3,R
BL0,NO,10/01/2018 05:00,1.90000,ug m-3,R
BL0,NO,10/01/2018 06:00,2.70000,ug m-3,R
BL0,NO,10/01/2018 07:00,4.20000,ug m-3,R
BL0,NO,10/01/2018 08:00,11.60000,ug m-3,R
BL0,NO,10/01/2018 09:00,24.90000,ug m-3,R
BL0,NO,10/01/2018 10:00,27.90000,ug m-3,R
BL0,NO,10/01/2018 11:00,22.90000,ug m-3,R
BL0,NO,10/01/2018 12:00,11.80000,ug m-3,R
BL0,NO,10/01/2018 13:00,17.70000,ug m-3,R
BL0,NO,10/01/2018 14:00,15.00000,ug m-3,R
BL0,NO,10/01/2018 15:00,22.20000,ug m-3,R
BL0,NO,10/01/2018 16:00,20.40000,ug m-3,R
BL0,NO,10/01/2018 17:00,88.60000,ug m-3,R
BL0,NO,10/01/2018 18:00,102.00000,ug m-3,R
BL0,NO,10/01/2018 19:00,98.50000,ug m-3,R
BL0,NO,10/01/2018 20:00,108.10000,ug m-3,R
BL0,NO,10/01/2018 21:00,124.00000,ug m-3,R
BL0,NO,10/01/2018 22:00,79.20000,ug m-3,R
BL0,NO,10/01/2018 23:00,58.00000,ug m-3,R
BL0,NO,11/01/2018 00:00,33.90000,ug m-3,R
BL0,NO,11/01/2018 01:00,19.30000,ug m-3,R
BL0,NO,11/01/2018 02:00,16.80000,ug m-3,R
BL0,NO,11/01/2018 03:00,17.00000,ug m-3,R
BL0,NO,11/01/2018 04:00,20.50000,ug m-3,R
BL0,NO,11/01/2018 05:00,26.70000,ug m-3,R
BL0,NO,11/01/2018 06:00,38.30000,ug m-3,R
BL0,NO,11/01/2018 07:00,63.80000,ug m-3,R
BL0,NO,11/01/2018 08:00,83.60000,ug m-3,R
BL0,NO,11/01/2018 09:00,79.80000,ug m-3,R
BL0,NO,11/01/2018 10:00,81.00000,ug m-3,R
BL0,NO,11/01/2018 11:00,76.30000,ug m-3,R
BL0,NO,11/01/2018 12:00,72.80000,ug m-3,R
BL0,NO,11/01/2018 13:00,54.60000,ug m-3,R
BL0,NO,11/01/2018 14:00,65.10000,ug m-3,R
BL0,NO,11/01/2018 15:00,55.50000,ug m-3,R
BL0,NO,11/01/2018 16:00,56.20000,ug m-3,R
BL0,NO,11/01/2018 17:00,53.50000,ug m-3,R
BL0,NO,11/01/2018 18:00,47.20000,ug m-3,R
BL0,NO,11/01/2018 19:00,42.20000,ug m-3,R
BL0,NO,11/01/2018 20:00,36.00000,ug m-3,R
BL0,NO,11/01/2018 21:00,30.80000,ug m-3,R
BL0,NO,11/01/2018 22:00,25.40000,ug m-3,R
BL0,NO,11/01/2018 23:00,23.20000,ug m-3,R
BL0,NO,12/01/2018 00:00,22.00000,ug m-3,R
BL0,NO,12/01/2018 01:00,10.70000,ug m-3,R
BL0,NO,12/01/2018 02:00,9.20000,ug m-3,R
BL0,NO,12/01/2018 03:00,9.10000,ug m-3,R
BL0,NO,12/01/2018 04:00,10.60000,ug m-3,R
BL0,NO,12/01/2018 05:00,15.50000,ug m-3,R
BL0,NO,12/01/2018 06:00,16.00000,ug m-3,R
BL0,NO,12/01/2018 07:00,35.30000,ug m-3,R
BL0,NO,12/01/2018 08:00,51.30000,ug m-3,R
BL0,NO,12/01/2018 09:00,44.10000,ug m-3,R
BL0,NO,12/01/2018 10:00,33.70000,ug m-3,R
BL0,NO,12/01/2018 11:00,23.70000,ug m-3,R
BL0,NO,12/01/2018 12:00,19.90000,ug m-3,R
BL0,NO,12/01/2018 13:00,13.70000,ug m-3,R
BL0,NO,12/01/2018 14:00,8.30000,ug m-3,R
BL0,NO,12/01/2018 15:00,9.80000,ug m-3,R
BL0,NO,12/01/2018 16:00,16.90000,ug m-3,R
BL0,NO,12/01/2018 17:00,19.60000,ug m-3,R
BL0,NO,12/01/2018 18:00,9.90000,ug m-3,R
BL0,NO,12/01/2018 19:00,7.20000,ug m-3,R
BL0,NO,12/01/2018 20:00,4.30000,ug m-3,R
BL0,NO,12/01/2018 21:00,3.40000,ug m-3,R
BL0,NO,12/01/2018 22:00,3.90000,ug m-3,R
BL0,NO,12/01/2018 23:00,4.50000,ug m-3,R
BL0,NO,13/01/2018 00:00,3.20000,ug m-3,R
BL0,NO,13/01/2018 01:00,3.60000,ug m-3,R
BL0,NO,13/01/2018 02:00,2.80000,ug m-3,R
BL0,NO,13/01/2018 03:00,2.80000,ug m-3,R
BL0,NO,13/01/2018 04:00,3.60000,ug m-3,R
BL0,NO,13/01/2018 05:00,3.90000,ug m-3,R
BL0,NO,13/01/2018 06:00,5.10000,ug m-3,R
BL0,NO,13/01/2018 07:00,7.10000,ug m-3,R
BL0,NO,13/01/2018 08:00,15.00000,ug m-3,R
BL0,NO,13/01/2018 09:00,16.20000,ug m-3,R
BL0,NO,13/01/2018 10:00,17.20000,ug m-3,R
BL0,NO,13/01/2018 11:00,13.60000,ug m-3,R
BL0,NO,13/01/2018 12:00,12.80000,ug m-3,R
BL0,NO,13/01/2018 13:00,10.90000,ug m-3,R
BL0,NO,13/01/2018 14:00,23.10000,ug m-3,R
BL0,NO,13/01/2018 15:00,22.60000,ug m-3,R
BL0,NO,13/01/2018 16:00,16.60000,ug m-3,R
BL0,NO,13/01/2018 17:00,18.90000,ug m-3,R
BL0,NO,13/01/2018 18:00,12.90000,ug m-3,R
BL0,NO,13/01/2018 19:00,8.70000,ug m-3,R
BL0,NO,13/01/2018 20:00,15.50000,ug m-3,R
BL0,NO,13/01/2018 21:00,11.50000,ug m-3,R
BL0,NO,13/01/2018 22:00,25.70000,ug m-3,R
BL0,NO,13/01/2018 23:00,20.40000,ug m-3,R
BL0,NO,14/01/2018 00:00,15.00000,ug m-3,R
BL0,NO,14/01/2018 01:00,17.20000,ug m-3,R
BL0,NO,14/01/2018 02:00,14.70000,ug m-3,R
BL0,NO,14/01/2018 03:00,20.40000,ug m-3,R
BL0,NO,14/01/2018 04:00,7.80000,ug m-3,R
BL0,NO,14/01/2018 05:00,7.30000,ug m-3,R
BL0,NO,14/01/2018 06:00,9.20000,ug m-3,R
BL0,NO,14/01/2018 07:00,7.80000,ug m-3,R
BL0,NO,14/01/2018 08:00,11.30000,ug m-3,R
BL0,NO,14/01/2018 09:00,15.60000,ug m-3,R
BL0,NO,14/01/2018 10:00,19.20000,ug m-3,R
BL0,NO,14/01/2018 11:00,21.90000,ug m-3,R
BL0,NO,14/01/2018 12:00,24.90000,ug m-3,R
BL0,NO,14/01/2018 13:00,11.90000,ug m-3,R
BL0,NO,14/01/2018 14:00,8.40000,ug m-3,R
BL0,NO,14/01/2018 15:00,5.40000,ug m-3,R
BL0,NO,14/01/2018 16:00,5.30000,ug m-3,R
BL0,NO,14/01/2018 17:00,5.60000,ug m-3,R
BL0,NO,14/01/2018 18:00,5.20000,ug m-3,R
BL0,NO,14/01/2018 19:00,4.30000,ug m-3,R
BL0,NO,14/01/2018 20:00,4.40000,ug m-3,R
BL0,NO,14/01/2018 21:00,2.90000,ug m-3,R
BL0,NO,14/01/2018 22:00,3.60000,ug m-3,R
BL0,NO,14/01/2018 23:00,2.90000,ug m-3,R
BL0,NO,15/01/2018 00:00,2.90000,ug m-3,R
BL0,NO,15/01/2018 01:00,2.10000,ug m-3,R
BL0,NO,15/01/2018 02:00,1.70000,ug m-3,R
BL0,NO,15/01/2018 03:00,1.90000,ug m-3,R
BL0,NO,15/01/2018 04:00,1.70000,ug m-3,R
BL0,NO,15/01/2018 05:00,1.50000,ug m-3,R
BL0,NO,15/01/2018 06:00,1.90000,ug m-3,R
BL0,NO,15/01/2018 07:00,2.60000,ug m-3,R
BL0,NO,15/01/2018 08:00,3.90000,ug m-3,R
BL0,NO,15/01/2018 09:00,4.90000,ug m-3,R
BL0,NO,15/01/2018 10:00,6.60000,ug m-3,R
BL0,NO,15/01/2018 11:00,8.50000,ug m-3,R
BL0,NO,15/01/2018 12:00,7.70000,ug m-3,R
BL0,NO,15/01/2018 13:00,12.90000,ug m-3,R
BL0,NO,15/01/2018 14:00,19.90000,ug m-3,R
BL0,NO,15/01/2018 15:00,14.30000,ug m-3,R
BL0,NO,15/01/2018 16:00,38.80000,ug m-3,R
BL0,NO,15/01/2018 17:00,31.80000,ug m-3,R
BL0,NO,15/01/2018 18:00,28.80000,ug m-3,R
BL0,NO,15/01/2018 19:00,16.70000,ug m-3,R
BL0,NO,15/01/2018 20:00,9.80000,ug m-3,R
BL0,NO,15/01/2018 21:00,5.50000,ug m-3,R
BL0,NO,15/01/2018 22:00,3.50000,ug m-3,R
BL0,NO,15/01/2018 23:00,3.10000,ug m-3,R
BL0,NO,16/01/2018 00:00,2.00000,ug m-3,R
BL0,NO,16/01/2018 01:00,2.00000,ug m-3,R
BL0,NO,16/01/2018 02:00,2.70000,ug m-3,R
BL0,NO,16/01/2018 03:00,1.90000,ug m-3,R
BL0,NO,16/01/2018 04:00,2.40000,ug m-3,R
BL0,NO,16/01/2018 05:00,4.30000,ug m-3,R
BL0,NO,16/01/2018 06:00,21.90000,ug m-3,R
BL0,NO,16/01/2018 07:00,28.00000,ug m-3,R
BL0,NO,16/01/2018 08:00,18.90000,ug m-3,R
BL0,NO,16/01/2018 09:00,19.10000,ug m-3,R
BL0,NO,16/01/2018 10:00,20.50000,ug m-3,R
BL0,NO,16/01/2018 11:00,23.50000,ug m-3,R
BL0,NO,16/01/2018 12:00,31.00000,ug m-3,R
BL0,NO,16/01/2018 13:00,26.90000,ug m-3,R
BL0,NO,16/01/2018 14:00,24.70000,ug m-3,R
BL0,NO,16/01/2018 15:00,17.50000,ug m-3,R
BL0,NO,16/01/2018 16:00,5.50000,ug m-3,R
BL0,NO,16/01/2018 17:00,3.70000,ug m-3,R
BL0,NO,16/01/2018 18:00,5.50000,ug m-3,R
BL0,NO,16/01/2018 19:00,3.40000,ug m-3,R
BL0,NO,16/01/2018 20:00,4.30000,ug m-3,R
BL0,NO,16/01/2018 21:00,11.00000,ug m-3,R
BL0,NO,16/01/2018 22:00,10.70000,ug m-3,R
BL0,NO,16/01/2018 23:00,6.40000,ug m-3,R
BL0,NO,17/01/2018 00:00,4.70000,ug m-3,R
BL0,NO,17/01/2018 01:00,3.80000,ug m-3,R
BL0,NO,17/01/2018 02:00,6.50000,ug m-3,R
BL0,NO,17/01/2018 03:00,6.30000,ug m-3,R
BL0,NO,17/01/2018 04:00,6.20000,ug m-3,R
BL0,NO,17/01/2018 05:00,6.20000,ug m-3,R
BL0,NO,17/01/2018 06:00,11.20000,ug m-3,R
BL0,NO,17/01/2018 07:00,34.90000,ug m-3,R
BL0,NO,17/01/2018 08:00,39.60000,ug m-3,R
BL0,NO,17/01/2018 09:00,41.80000,ug m-3,R
BL0,NO,17/01/2018 10:00,47.80000,ug m-3,R
BL0,NO,17/01/2018 11:00,44.40000,ug m-3,R
BL0,NO,17/01/2018 12:00,40.90000,ug m-3,R
BL0,NO,17/01/2018 13:00,41.60000,ug m-3,R
BL0,NO,17/01/2018 14:00,38.90000,ug m-3,R
BL0,NO,17/01/2018 15:00,41.80000,ug m-3,R
BL0,NO,17/01/2018 16:00,22.20000,ug m-3,R
BL0,NO,17/01/2018 17:00,8.90000,ug m-3,R
BL0,NO,17/01/2018 18:00,4.80000,ug m-3,R
BL0,NO,17/01/2018 19:00,6.60000,ug m-3,R
BL0,NO,17/01/2018 20:00,6.50000,ug m-3,R
BL0,NO,17/01/2018 21:00,13.30000,ug m-3,R
BL0,NO,17/01/2018 22:00,6.20000,ug m-3,R
BL0,NO,17/01/2018 23:00,1.10000,ug m-3,R
BL0,NO,18/01/2018 00:00,0.50000,ug m-3,R
BL0,NO,18/01/2018 01:00,0.50000,ug m-3,R
BL0,NO,18/01/2018 02:00,1.10000,ug m-3,R
BL0,NO,18/01/2018 03:00,1.80000,ug m-3,R
BL0,NO,18/01/2018 04:00,2.90000,ug m-3,R
BL0,NO,18/01/2018 05:00,5.70000,ug m-3,R
BL0,NO,18/01/2018 06:00,10.70000,ug m-3,R
BL0,NO,18/01/2018 07:00,24.50000,ug m-3,R
BL0,NO,18/01/2018 08:00,44.20000,ug m-3,R
BL0,NO,18/01/2018 09:00,49.10000,ug m-3,R
BL0,NO,18/01/2018 10:00,47.90000,ug m-3,R
BL0,NO,18/01/2018 11:00,25.40000,ug m-3,R
BL0,NO,18/01/2018 12:00,20.00000,ug m-3,R
BL0,NO,18/01/2018 13:00,24.10000,ug m-3,R
BL0,NO,18/01/2018 14:00,25.40000,ug m-3,R
BL0,NO,18/01/2018 15:00,29.00000,ug m-3,R
BL0,NO,18/01/2018 16:00,55.60000,ug m-3,R
BL0,NO,18/01/2018 17:00,39.20000,ug m-3,R
BL0,NO,18/01/2018 18:00,60.00000,ug m-3,R
BL0,NO,18/01/2018 19:00,42.00000,ug m-3,R
BL0,NO,18/01/2018 20:00,37.50000,ug m-3,R
BL0,NO,18/01/2018 21:00,16.40000,ug m-3,R
BL0,NO,18/01/2018 22:00,7.20000,ug m-3,R
BL0,NO,18/01/2018 23:00,7.30000,ug m-3,R
BL0,NO,19/01/2018 00:00,14.00000,ug m-3,R
BL0,NO,19/01/2018 01:00,3.50000,ug m-3,R
BL0,NO,19/01/2018 02:00,2.00000,ug m-3,R
BL0,NO,19/01/2018 03:00,2.10000,ug m-3,R
BL0,NO,19/01/2018 04:00,2.10000,ug m-3,R
BL0,NO,19/01/2018 05:00,2.50000,ug m-3,R
BL0,NO,19/01/2018 06:00,2.60000,ug m-3,R
BL0,NO,19/01/2018 07:00,4.70000,ug m-3,R
BL0,NO,19/01/2018 08:00,11.80000,ug m-3,R
BL0,NO,19/01/2018 09:00,17.80000,ug m-3,R
BL0,NO,19/01/2018 10:00,28.60000,ug m-3,R
BL0,NO,19/01/2018 11:00,21.20000,ug m-3,R
BL0,NO,19/01/2018 12:00,20.90000,ug m-3,R
BL0,NO,19/01/2018 13:00,27.00000,ug m-3,R
BL0,NO,19/01/2018 14:00,19.30000,ug m-3,R
BL0,NO,19/01/2018 15:00,13.40000,ug m-3,R
BL0,NO,19/01/2018 16:00,5.80000,ug m-3,R
BL0,NO,19/01/2018 17:00,4.10000,ug m-3,R
